epoch,error,learning_rate
864,0.557533,0.000993136
865,0.557394,0.000993128
866,0.557254,0.00099312
867,0.557116,0.000993112
868,0.556982,0.000993104
869,0.556846,0.000993096
870,0.556717,0.000993088
871,0.556587,0.00099308
872,0.556459,0.000993072
873,0.556336,0.000993064
874,0.556216,0.000993057
875,0.556098,0.000993049
876,0.555981,0.000993041
877,0.555865,0.000993033
878,0.555753,0.000993025
879,0.555641,0.000993017
880,0.555533,0.000993009
881,0.555422,0.000993001
882,0.555313,0.000992993
883,0.555204,0.000992986
884,0.555098,0.000992978
885,0.554991,0.00099297
886,0.554884,0.000992962
887,0.554781,0.000992954
888,0.554676,0.000992946
889,0.554572,0.000992938
890,0.554471,0.00099293
891,0.554369,0.000992922
892,0.554268,0.000992915
893,0.554168,0.000992907
894,0.554068,0.000992899
895,0.553969,0.000992891
896,0.553873,0.000992883
897,0.553777,0.000992875
898,0.553679,0.000992867
899,0.553582,0.000992859
900,0.553488,0.000992852
901,0.553393,0.000992844
902,0.553303,0.000992836
903,0.553208,0.000992828
904,0.553115,0.00099282
905,0.553023,0.000992812
906,0.552934,0.000992804
907,0.552844,0.000992796
908,0.552752,0.000992788
909,0.552662,0.000992781
910,0.552572,0.000992773
911,0.552482,0.000992765
912,0.552394,0.000992757
913,0.552306,0.000992749
914,0.552221,0.000992741
915,0.552133,0.000992733
916,0.552046,0.000992725
917,0.551959,0.000992717
918,0.551871,0.00099271
919,0.551786,0.000992702
920,0.551703,0.000992694
921,0.551614,0.000992686
922,0.551529,0.000992678
923,0.551446,0.00099267
924,0.551359,0.000992662
925,0.551276,0.000992654
926,0.551192,0.000992647
927,0.551107,0.000992639
928,0.551024,0.000992631
929,0.550941,0.000992623
930,0.550858,0.000992615
931,0.550777,0.000992607
932,0.550692,0.000992599
933,0.550612,0.000992591
934,0.550529,0.000992583
935,0.550448,0.000992576
936,0.550365,0.000992568
937,0.550283,0.00099256
938,0.550202,0.000992552
939,0.55012,0.000992544
940,0.550039,0.000992536
941,0.549958,0.000992528
942,0.549876,0.00099252
943,0.549797,0.000992512
944,0.549716,0.000992505
945,0.549636,0.000992497
946,0.549558,0.000992489
947,0.549477,0.000992481
948,0.549395,0.000992473
949,0.549317,0.000992465
950,0.549236,0.000992457
951,0.549158,0.000992449
952,0.549076,0.000992442
953,0.548998,0.000992434
954,0.54892,0.000992426
955,0.548841,0.000992418
956,0.548761,0.00099241
957,0.548683,0.000992402
958,0.548605,0.000992394
959,0.548525,0.000992386
960,0.548447,0.000992379
961,0.54837,0.000992371
962,0.548292,0.000992363
963,0.548214,0.000992355
964,0.548137,0.000992347
965,0.548057,0.000992339
966,0.547981,0.000992331
967,0.547902,0.000992324
968,0.547825,0.000992316
969,0.547747,0.000992308
970,0.547671,0.0009923
971,0.547593,0.000992292
972,0.547516,0.000992284
973,0.54744,0.000992276
974,0.547364,0.000992268
975,0.547285,0.00099226
976,0.547209,0.000992253
977,0.547133,0.000992245
978,0.547056,0.000992237
979,0.546979,0.000992229
980,0.546904,0.000992221
981,0.546827,0.000992213
982,0.54675,0.000992205
983,0.546676,0.000992197
984,0.5466,0.00099219
985,0.546523,0.000992182
986,0.546449,0.000992174
987,0.546375,0.000992166
988,0.546296,0.000992158
989,0.546223,0.00099215
990,0.546147,0.000992142
991,0.546073,0.000992134
992,0.545999,0.000992127
993,0.545923,0.000992119
994,0.545849,0.000992111
995,0.545775,0.000992103
996,0.545701,0.000992095
997,0.545625,0.000992087
998,0.545554,0.000992079
999,0.545479,0.000992071
1000,0.545406,0.000992064
1001,0.545331,0.000992056
1002,0.545255,0.000992048
1003,0.545183,0.00099204
1004,0.545107,0.000992032
1005,0.545032,0.000992024
1006,0.544956,0.000992016
1007,0.544879,0.000992008
1008,0.544801,0.000992001
1009,0.544724,0.000991993
1010,0.544647,0.000991985
1011,0.544568,0.000991977
1012,0.54449,0.000991969
1013,0.54441,0.000991961
1014,0.544329,0.000991953
1015,0.544252,0.000991946
1016,0.544171,0.000991938
1017,0.544093,0.00099193
1018,0.544014,0.000991922
1019,0.543937,0.000991914
1020,0.543857,0.000991906
1021,0.543781,0.000991898
1022,0.543703,0.00099189
1023,0.543626,0.000991883
1024,0.54355,0.000991875
1025,0.543471,0.000991867
1026,0.543394,0.000991859
1027,0.543317,0.000991851
1028,0.543241,0.000991843
1029,0.543166,0.000991835
1030,0.543088,0.000991827
1031,0.543012,0.00099182
1032,0.542938,0.000991812
1033,0.542861,0.000991804
1034,0.542785,0.000991796
1035,0.542711,0.000991788
1036,0.542635,0.00099178
1037,0.542562,0.000991772
1038,0.542484,0.000991764
1039,0.542409,0.000991757
1040,0.542331,0.000991749
1041,0.542257,0.000991741
1042,0.542185,0.000991733
1043,0.54211,0.000991725
1044,0.542033,0.000991717
1045,0.541959,0.000991709
1046,0.541884,0.000991701
1047,0.541811,0.000991694
1048,0.54174,0.000991686
1049,0.541665,0.000991678
1050,0.541591,0.00099167
1051,0.541519,0.000991662
1052,0.541448,0.000991654
1053,0.541376,0.000991646
1054,0.541304,0.000991639
1055,0.541232,0.000991631
1056,0.541163,0.000991623
1057,0.541092,0.000991615
1058,0.541021,0.000991607
1059,0.540951,0.000991599
1060,0.54088,0.000991591
1061,0.540809,0.000991583
1062,0.540739,0.000991576
1063,0.540667,0.000991568
1064,0.540597,0.00099156
1065,0.540524,0.000991552
1066,0.540449,0.000991544
